sequence,cycle,channel,rank,pim_block,key
87,28922,10,0,7,22050404040704
88,28922,11,0,0,24189297754112
89,28922,11,0,1,24197887688704
90,28922,11,0,2,24206477623296
91,28922,11,0,3,24215067557888
92,28922,11,0,4,24223657492480
93,28922,11,0,5,24232247427072
94,28922,11,0,6,24240837361664
95,28922,11,0,7,24249427296256
96,28922,12,0,0,26388321009664
97,28922,12,0,1,26396910944256
98,28922,12,0,2,26405500878848
99,28922,12,0,3,26414090813440
100,28922,12,0,4,26422680748032
101,28922,12,0,5,26431270682624
102,28922,12,0,6,26439860617216
103,28922,12,0,7,26448450551808
104,28922,13,0,0,28587344265216
105,28922,13,0,1,28595934199808
106,28922,13,0,2,28604524134400
107,28922,13,0,3,28613114068992
108,28922,13,0,4,28621704003584
109,28922,13,0,5,28630293938176
110,28922,13,0,6,28638883872768
111,28922,13,0,7,28647473807360
112,28922,14,0,0,30786367520768
113,28922,14,0,1,30794957455360
114,28922,14,0,2,30803547389952
115,28922,14,0,3,30812137324544
116,28922,14,0,4,30820727259136
117,28922,14,0,5,30829317193728
118,28922,14,0,6,30837907128320
119,28922,14,0,7,30846497062912
120,28922,15,0,0,32985390776320
121,28922,15,0,1,32993980710912
122,28922,15,0,2,33002570645504
123,28922,15,0,3,33011160580096
124,28922,15,0,4,33019750514688
125,28922,15,0,5,33028340449280
126,28922,15,0,6,33036930383872
127,28922,15,0,7,33045520318464
128,28922,16,0,0,35184414031872
129,28922,16,0,1,35193003966464
130,28922,16,0,2,35201593901056
131,28922,16,0,3,35210183835648
132,28922,16,0,4,35218773770240
133,28922,16,0,5,35227363704832
134,28922,16,0,6,35235953639424
135,28922,16,0,7,35244543574016
136,28922,17,0,0,37383437287424
137,28922,17,0,1,37392027222016
138,28922,17,0,2,37400617156608
139,28922,17,0,3,37409207091200
140,28922,17,0,4,37417797025792
141,28922,17,0,5,37426386960384
142,28922,17,0,6,37434976894976
143,28922,17,0,7,37443566829568
144,28922,18,0,0,39582460542976
145,28922,18,0,1,39591050477568
146,28922,18,0,2,39599640412160
147,28922,18,0,3,39608230346752
148,28922,18,0,4,39616820281344
149,28922,18,0,5,39625410215936
150,28922,18,0,6,39634000150528
151,28922,18,0,7,39642590085120
152,28922,19,0,0,41781483798528
153,28922,19,0,1,41790073733120
154,28922,19,0,2,41798663667712
155,28922,19,0,3,41807253602304
156,28922,19,0,4,41815843536896
157,28922,19,0,5,41824433471488
158,28922,19,0,6,41833023406080
159,28922,19,0,7,41841613340672
160,28922,20,0,0,43980507054080
161,28922,20,0,1,43989096988672
162,28922,20,0,2,43997686923264
163,28922,20,0,3,44006276857856
164,28922,20,0,4,44014866792448
165,28922,20,0,5,44023456727040
166,28922,20,0,6,44032046661632
167,28922,20,0,7,44040636596224
168,28922,21,0,0,46179530309632
169,28922,21,0,1,46188120244224
170,28922,21,0,2,46196710178816
171,28922,21,0,3,46205300113408
172,28922,21,0,4,46213890048000
173,28922,21,0,5,46222479982592
174,28922,21,0,6,46231069917184
175,28922,21,0,7,46239659851776
176,28922,22,0,0,48378553565184
177,28922,22,0,1,48387143499776
178,28922,22,0,2,48395733434368
179,28922,22,0,3,48404323368960
180,28922,22,0,4,48412913303552
181,28922,22,0,5,48421503238144
182,28922,22,0,6,48430093172736
183,28922,22,0,7,48438683107328
184,28922,23,0,0,50577576820736
185,28922,23,0,1,50586166755328
186,28922,23,0,2,50594756689920
187,28922,23,0,3,50603346624512
188,28922,23,0,4,50611936559104
189,28922,23,0,5,50620526493696
190,28922,23,0,6,50629116428288
191,28922,23,0,7,50637706362880
192,28922,24,0,0,52776600076288
193,28922,24,0,1,52785190010880
194,28922,24,0,2,52793779945472
195,28922,24,0,3,52802369880064
196,28922,24,0,4,52810959814656
197,28922,24,0,5,52819549749248
198,28922,24,0,6,52828139683840
199,28922,24,0,7,52836729618432
200,28922,25,0,0,54975623331840
201,28922,25,0,1,54984213266432
202,28922,25,0,2,54992803201024
203,28922,25,0,3,55001393135616
204,28922,25,0,4,55009983070208
205,28922,25,0,5,55018573004800
206,28922,25,0,6,55027162939392
207,28922,25,0,7,55035752873984
208,28922,26,0,0,57174646587392
209,28922,26,0,1,57183236521984
210,28922,26,0,2,57191826456576
211,28922,26,0,3,57200416391168
212,28922,26,0,4,57209006325760
213,28922,26,0,5,57217596260352
214,28922,26,0,6,57226186194944
215,28922,26,0,7,57234776129536
216,28922,27,0,0,59373669842944
217,28922,27,0,1,59382259777536
218,28922,27,0,2,59390849712128
219,28922,27,0,3,59399439646720
220,28922,27,0,4,59408029581312
221,28922,27,0,5,59416619515904
222,28922,27,0,6,59425209450496
223,28922,27,0,7,59433799385088
224,28922,28,0,0,61572693098496
225,28922,28,0,1,61581283033088
226,28922,28,0,2,61589872967680
227,28922,28,0,3,61598462902272
228,28922,28,0,4,61607052836864
229,28922,28,0,5,61615642771456
230,28922,28,0,6,61624232706048
231,28922,28,0,7,61632822640640
232,28922,29,0,0,63771716354048
233,28922,29,0,1,63780306288640
234,28922,29,0,2,63788896223232
235,28922,29,0,3,63797486157824
236,28922,29,0,4,63806076092416
237,28922,29,0,5,63814666027008
238,28922,29,0,6,63823255961600
239,28922,29,0,7,63831845896192
240,28922,30,0,0,65970739609600
241,28922,30,0,1,65979329544192
242,28922,30,0,2,65987919478784
243,28922,30,0,3,65996509413376
244,28922,30,0,4,66005099347968
245,28922,30,0,5,66013689282560
246,28922,30,0,6,66022279217152
247,28922,30,0,7,66030869151744
248,28922,31,0,0,68169762865152
249,28922,31,0,1,68178352799744
250,28922,31,0,2,68186942734336
251,28922,31,0,3,68195532668928
252,28922,31,0,4,68204122603520
253,28922,31,0,5,68212712538112
254,28922,31,0,6,68221302472704
255,28922,31,0,7,68229892407296
256,28922,32,0,0,70368786120704
257,28922,32,0,1,70377376055296
258,28922,32,0,2,70385965989888
259,28922,32,0,3,70394555924480
260,28922,32,0,4,70403145859072
261,28922,32,0,5,70411735793664
262,28922,32,0,6,70420325728256
263,28922,32,0,7,70428915662848
264,28922,33,0,0,72567809376256
265,28922,33,0,1,72576399310848
266,28922,33,0,2,72584989245440
267,28922,33,0,3,72593579180032
268,28922,33,0,4,72602169114624
269,28922,33,0,5,72610759049216
270,28922,33,0,6,72619348983808
271,28922,33,0,7,72627938918400
272,28922,34,0,0,74766832631808
273,28922,34,0,1,74775422566400
274,28922,34,0,2,74784012500992
275,28922,34,0,3,74792602435584
276,28922,34,0,4,74801192370176
277,28922,34,0,5,74809782304768
278,28922,34,0,6,74818372239360
279,28922,34,0,7,74826962173952
280,28922,35,0,0,76965855887360
281,28922,35,0,1,76974445821952
282,28922,35,0,2,76983035756544
283,28922,35,0,3,76991625691136
284,28922,35,0,4,77000215625728
285,28922,35,0,5,77008805560320
286,28922,35,0,6,77017395494912
287,28922,35,0,7,77025985429504
288,28922,36,0,0,79164879142912
289,28922,36,0,1,79173469077504
290,28922,36,0,2,79182059012096
291,28922,36,0,3,79190648946688
292,28922,36,0,4,79199238881280
293,28922,36,0,5,79207828815872
294,28922,36,0,6,79216418750464
295,28922,36,0,7,79225008685056
296,28922,37,0,0,81363902398464
297,28922,37,0,1,81372492333056
298,28922,37,0,2,81381082267648
299,28922,37,0,3,81389672202240
300,28922,37,0,4,81398262136832
301,28922,37,0,5,81406852071424
302,28922,37,0,6,81415442006016
303,28922,37,0,7,81424031940608
304,28922,38,0,0,83562925654016
305,28922,38,0,1,83571515588608
306,28922,38,0,2,83580105523200
307,28922,38,0,3,83588695457792
308,28922,38,0,4,83597285392384
309,28922,38,0,5,83605875326976
310,28922,38,0,6,83614465261568
311,28922,38,0,7,83623055196160
312,28922,39,0,0,85761948909568
313,28922,39,0,1,85770538844160
314,28922,39,0,2,85779128778752
315,28922,39,0,3,85787718713344
316,28922,39,0,4,85796308647936
317,28922,39,0,5,85804898582528
318,28922,39,0,6,85813488517120
319,28922,39,0,7,85822078451712
320,28922,40,0,0,87960972165120
321,28922,40,0,1,87969562099712
322,28922,40,0,2,87978152034304
323,28922,40,0,3,87986741968896
324,28922,40,0,4,87995331903488
325,28922,40,0,5,88003921838080
326,28922,40,0,6,88012511772672
327,28922,40,0,7,88021101707264
328,28922,41,0,0,90159995420672
329,28922,41,0,1,90168585355264
330,28922,41,0,2,90177175289856
331,28922,41,0,3,90185765224448
332,28922,41,0,4,90194355159040
333,28922,41,0,5,90202945093632
334,28922,41,0,6,90211535028224
335,28922,41,0,7,90220124962816
336,28922,42,0,0,92359018676224
337,28922,42,0,1,92367608610816
338,28922,42,0,2,92376198545408
339,28922,42,0,3,92384788480000
340,28922,42,0,4,92393378414592
341,28922,42,0,5,92401968349184
342,28922,42,0,6,92410558283776
343,28922,42,0,7,92419148218368
344,28922,43,0,0,94558041931776
345,28922,43,0,1,94566631866368
346,28922,43,0,2,94575221800960
347,28922,43,0,3,94583811735552
348,28922,43,0,4,94592401670144
349,28922,43,0,5,94600991604736
350,28922,43,0,6,94609581539328
351,28922,43,0,7,94618171473920
352,28922,44,0,0,96757065187328
353,28922,44,0,1,96765655121920
354,28922,44,0,2,96774245056512
355,28922,44,0,3,96782834991104
356,28922,44,0,4,96791424925696
357,28922,44,0,5,96800014860288
358,28922,44,0,6,96808604794880
359,28922,44,0,7,96817194729472
360,28922,45,0,0,98956088442880
361,28922,45,0,1,98964678377472
362,28922,45,0,2,98973268312064
363,28922,45,0,3,98981858246656
364,28922,45,0,4,98990448181248
365,28922,45,0,5,98999038115840
366,28922,45,0,6,99007628050432
367,28922,45,0,7,99016217985024
368,28922,46,0,0,101155111698432
369,28922,46,0,1,101163701633024
370,28922,46,0,2,101172291567616
371,28922,46,0,3,101180881502208
372,28922,46,0,4,101189471436800
373,28922,46,0,5,101198061371392
374,28922,46,0,6,101206651305984
375,28922,46,0,7,101215241240576
376,28922,47,0,0,103354134953984
377,28922,47,0,1,103362724888576
378,28922,47,0,2,103371314823168
379,28922,47,0,3,103379904757760
380,28922,47,0,4,103388494692352
381,28922,47,0,5,103397084626944
382,28922,47,0,6,103405674561536
383,28922,47,0,7,103414264496128
384,28922,48,0,0,105553158209536
385,28922,48,0,1,105561748144128
386,28922,48,0,2,105570338078720
387,28922,48,0,3,105578928013312
388,28922,48,0,4,105587517947904
389,28922,48,0,5,105596107882496
390,28922,48,0,6,105604697817088
391,28922,48,0,7,105613287751680
392,28922,49,0,0,107752181465088
393,28922,49,0,1,107760771399680
394,28922,49,0,2,107769361334272
395,28922,49,0,3,107777951268864
396,28922,49,0,4,107786541203456
397,28922,49,0,5,107795131138048
398,28922,49,0,6,107803721072640
399,28922,49,0,7,107812311007232
400,28922,50,0,0,109951204720640
401,28922,50,0,1,109959794655232
402,28922,50,0,2,109968384589824
403,28922,50,0,3,109976974524416
404,28922,50,0,4,109985564459008
405,28922,50,0,5,109994154393600
406,28922,50,0,6,110002744328192
407,28922,50,0,7,110011334262784
408,28922,51,0,0,112150227976192
409,28922,51,0,1,112158817910784
410,28922,51,0,2,112167407845376
411,28922,51,0,3,112175997779968
412,28922,51,0,4,112184587714560
413,28922,51,0,5,112193177649152
414,28922,51,0,6,112201767583744
415,28922,51,0,7,112210357518336
416,28922,52,0,0,114349251231744
417,28922,52,0,1,114357841166336
418,28922,52,0,2,114366431100928
419,28922,52,0,3,114375021035520
420,28922,52,0,4,114383610970112
421,28922,52,0,5,114392200904704
422,28922,52,0,6,114400790839296
423,28922,52,0,7,114409380773888
424,28922,53,0,0,116548274487296
425,28922,53,0,1,116556864421888
426,28922,53,0,2,116565454356480
427,28922,53,0,3,116574044291072
428,28922,53,0,4,116582634225664
429,28922,53,0,5,116591224160256
430,28922,53,0,6,116599814094848
431,28922,53,0,7,116608404029440
432,28922,54,0,0,118747297742848
433,28922,54,0,1,118755887677440
434,28922,54,0,2,118764477612032
435,28922,54,0,3,118773067546624
436,28922,54,0,4,118781657481216
437,28922,54,0,5,118790247415808
438,28922,54,0,6,118798837350400
439,28922,54,0,7,118807427284992
440,28922,55,0,0,120946320998400
441,28922,55,0,1,120954910932992
442,28922,55,0,2,120963500867584
443,28922,55,0,3,120972090802176
444,28922,55,0,4,120980680736768
445,28922,55,0,5,120989270671360
446,28922,55,0,6,120997860605952
447,28922,55,0,7,121006450540544
448,28922,56,0,0,123145344253952
449,28922,56,0,1,123153934188544
450,28922,56,0,2,123162524123136
451,28922,56,0,3,123171114057728
452,28922,56,0,4,123179703992320
453,28922,56,0,5,123188293926912
454,28922,56,0,6,123196883861504
455,28922,56,0,7,123205473796096
456,28922,57,0,0,125344367509504
457,28922,57,0,1,125352957444096
458,28922,57,0,2,125361547378688
459,28922,57,0,3,125370137313280
460,28922,57,0,4,125378727247872
461,28922,57,0,5,125387317182464
462,28922,57,0,6,125395907117056
463,28922,57,0,7,125404497051648
464,28922,58,0,0,127543390765056
465,28922,58,0,1,127551980699648
466,28922,58,0,2,127560570634240
467,28922,58,0,3,127569160568832
468,28922,58,0,4,127577750503424
469,28922,58,0,5,127586340438016
470,28922,58,0,6,127594930372608
471,28922,58,0,7,127603520307200
472,28922,59,0,0,129742414020608
473,28922,59,0,1,129751003955200
474,28922,59,0,2,129759593889792
475,28922,59,0,3,129768183824384
476,28922,59,0,4,129776773758976
477,28922,59,0,5,129785363693568
478,28922,59,0,6,129793953628160
479,28922,59,0,7,129802543562752
480,28922,60,0,0,131941437276160
481,28922,60,0,1,131950027210752
482,28922,60,0,2,131958617145344
483,28922,60,0,3,131967207079936
484,28922,60,0,4,131975797014528
485,28922,60,0,5,131984386949120
486,28922,60,0,6,131992976883712
487,28922,60,0,7,132001566818304
488,28922,61,0,0,134140460531712
489,28922,61,0,1,134149050466304
490,28922,61,0,2,134157640400896
491,28922,61,0,3,134166230335488
492,28922,61,0,4,134174820270080
493,28922,61,0,5,134183410204672
494,28922,61,0,6,134192000139264
495,28922,61,0,7,134200590073856
496,28922,62,0,0,136339483787264
497,28922,62,0,1,136348073721856
498,28922,62,0,2,136356663656448
499,28922,62,0,3,136365253591040
500,28922,62,0,4,136373843525632
501,28922,62,0,5,136382433460224
502,28922,62,0,6,136391023394816
503,28922,62,0,7,136399613329408
504,28922,63,0,0,138538507042816
505,28922,63,0,1,138547096977408
506,28922,63,0,2,138555686912000
507,28922,63,0,3,138564276846592
508,28922,63,0,4,138572866781184
509,28922,63,0,5,138581456715776
510,28922,63,0,6,138590046650368
511,28922,63,0,7,138598636584960
512,28925,0,0,0,41943041
513,28925,0,0,1,8631877633
514,28925,0,0,2,17221812225
515,28925,0,0,3,25811746817
516,28925,0,0,4,34401681409
517,28925,0,0,5,42991616001
518,28925,0,0,6,51581550593
519,28925,0,0,7,60171485185
520,28925,1,0,0,2199065198593
521,28925,1,0,1,2207655133185
522,28925,1,0,2,2216245067777
523,28925,1,0,3,2224835002369
524,28925,1,0,4,2233424936961
525,28925,1,0,5,2242014871553
526,28925,1,0,6,2250604806145
527,28925,1,0,7,2259194740737
528,28925,2,0,0,4398088454145
529,28925,2,0,1,4406678388737
530,28925,2,0,2,4415268323329
531,28925,2,0,3,4423858257921
532,28925,2,0,4,4432448192513
533,28925,2,0,5,4441038127105
534,28925,2,0,6,4449628061697
535,28925,2,0,7,4458217996289
536,28925,3,0,0,6597111709697
537,28925,3,0,1,6605701644289
538,28925,3,0,2,6614291578881
539,28925,3,0,3,6622881513473
540,28925,3,0,4,6631471448065
541,28925,3,0,5,6640061382657
542,28925,3,0,6,6648651317249
543,28925,3,0,7,6657241251841
544,28925,4,0,0,8796134965249
545,28925,4,0,1,8804724899841
546,28925,4,0,2,8813314834433
547,28925,4,0,3,8821904769025
548,28925,4,0,4,8830494703617
549,28925,4,0,5,8839084638209
550,28925,4,0,6,8847674572801
551,28925,4,0,7,8856264507393
552,28925,5,0,0,10995158220801
553,28925,5,0,1,11003748155393
554,28925,5,0,2,11012338089985
555,28925,5,0,3,11020928024577
556,28925,5,0,4,11029517959169
557,28925,5,0,5,11038107893761
558,28925,5,0,6,11046697828353
559,28925,5,0,7,11055287762945
560,28925,6,0,0,13194181476353
561,28925,6,0,1,13202771410945
562,28925,6,0,2,13211361345537
563,28925,6,0,3,13219951280129
564,28925,6,0,4,13228541214721
565,28925,6,0,5,13237131149313
566,28925,6,0,6,13245721083905
567,28925,6,0,7,13254311018497
568,28925,7,0,0,15393204731905
569,28925,7,0,1,15401794666497
570,28925,7,0,2,15410384601089
571,28925,7,0,3,15418974535681
572,28925,7,0,4,15427564470273
573,28925,7,0,5,15436154404865
574,28925,7,0,6,15444744339457
575,28925,7,0,7,15453334274049
576,28925,8,0,0,17592227987457
577,28925,8,0,1,17600817922049
578,28925,8,0,2,17609407856641
579,28925,8,0,3,17617997791233
580,28925,8,0,4,17626587725825
581,28925,8,0,5,17635177660417
582,28925,8,0,6,17643767595009
583,28925,8,0,7,17652357529601
584,28925,9,0,0,19791251243009
585,28925,9,0,1,19799841177601
586,28925,9,0,2,19808431112193
587,28925,9,0,3,19817021046785
588,28925,9,0,4,19825610981377
589,28925,9,0,5,19834200915969
590,28925,9,0,6,19842790850561
591,28925,9,0,7,19851380785153
592,28925,10,0,0,21990274498561
593,28925,10,0,1,21998864433153
594,28925,10,0,2,22007454367745
595,28925,10,0,3,22016044302337
596,28925,10,0,4,22024634236929
597,28925,10,0,5,22033224171521
598,28925,10,0,6,22041814106113
599,28925,10,0,7,22050404040705
600,28925,11,0,0,24189297754113
601,28925,11,0,1,24197887688705
602,28925,11,0,2,24206477623297
603,28925,11,0,3,24215067557889
604,28925,11,0,4,24223657492481
605,28925,11,0,5,24232247427073
606,28925,11,0,6,24240837361665
607,28925,11,0,7,24249427296257
608,28925,12,0,0,26388321009665
609,28925,12,0,1,26396910944257
610,28925,12,0,2,26405500878849
611,28925,12,0,3,26414090813441
612,28925,12,0,4,26422680748033
613,28925,12,0,5,26431270682625
614,28925,12,0,6,26439860617217
615,28925,12,0,7,26448450551809
616,28925,13,0,0,28587344265217
617,28925,13,0,1,28595934199809
618,28925,13,0,2,28604524134401
619,28925,13,0,3,28613114068993
620,28925,13,0,4,28621704003585
621,28925,13,0,5,28630293938177
622,28925,13,0,6,28638883872769
623,28925,13,0,7,28647473807361
624,28925,14,0,0,30786367520769
625,28925,14,0,1,30794957455361
626,28925,14,0,2,30803547389953
627,28925,14,0,3,30812137324545
628,28925,14,0,4,30820727259137
629,28925,14,0,5,30829317193729
630,28925,14,0,6,30837907128321
631,28925,14,0,7,30846497062913
632,28925,15,0,0,32985390776321
633,28925,15,0,1,32993980710913
634,28925,15,0,2,33002570645505
635,28925,15,0,3,33011160580097
636,28925,15,0,4,33019750514689
637,28925,15,0,5,33028340449281
638,28925,15,0,6,33036930383873
639,28925,15,0,7,33045520318465
640,28925,16,0,0,35184414031873
641,28925,16,0,1,35193003966465
642,28925,16,0,2,35201593901057
643,28925,16,0,3,35210183835649
644,28925,16,0,4,35218773770241
645,28925,16,0,5,35227363704833
646,28925,16,0,6,35235953639425
647,28925,16,0,7,35244543574017
648,28925,17,0,0,37383437287425
649,28925,17,0,1,37392027222017
650,28925,17,0,2,37400617156609
651,28925,17,0,3,37409207091201
652,28925,17,0,4,37417797025793
653,28925,17,0,5,37426386960385
654,28925,17,0,6,37434976894977
655,28925,17,0,7,37443566829569
656,28925,18,0,0,39582460542977
657,28925,18,0,1,39591050477569
658,28925,18,0,2,39599640412161
659,28925,18,0,3,39608230346753
660,28925,18,0,4,39616820281345
661,28925,18,0,5,39625410215937
662,28925,18,0,6,39634000150529
663,28925,18,0,7,39642590085121
664,28925,19,0,0,41781483798529
665,28925,19,0,1,41790073733121
666,28925,19,0,2,41798663667713
667,28925,19,0,3,41807253602305
668,28925,19,0,4,41815843536897
669,28925,19,0,5,41824433471489
670,28925,19,0,6,41833023406081
671,28925,19,0,7,41841613340673
672,28925,20,0,0,43980507054081
673,28925,20,0,1,43989096988673
674,28925,20,0,2,43997686923265
675,28925,20,0,3,44006276857857
676,28925,20,0,4,44014866792449
677,28925,20,0,5,44023456727041
678,28925,20,0,6,44032046661633
679,28925,20,0,7,44040636596225
680,28925,21,0,0,46179530309633
681,28925,21,0,1,46188120244225
682,28925,21,0,2,46196710178817
683,28925,21,0,3,46205300113409
684,28925,21,0,4,46213890048001
685,28925,21,0,5,46222479982593
686,28925,21,0,6,46231069917185
687,28925,21,0,7,46239659851777
688,28925,22,0,0,48378553565185
689,28925,22,0,1,48387143499777
690,28925,22,0,2,48395733434369
691,28925,22,0,3,48404323368961
692,28925,22,0,4,48412913303553
693,28925,22,0,5,48421503238145
694,28925,22,0,6,48430093172737
695,28925,22,0,7,48438683107329
696,28925,23,0,0,50577576820737
697,28925,23,0,1,50586166755329
698,28925,23,0,2,50594756689921
699,28925,23,0,3,50603346624513
700,28925,23,0,4,50611936559105
701,28925,23,0,5,50620526493697
702,28925,23,0,6,50629116428289
703,28925,23,0,7,50637706362881
704,28925,24,0,0,52776600076289
705,28925,24,0,1,52785190010881
706,28925,24,0,2,52793779945473
707,28925,24,0,3,52802369880065
708,28925,24,0,4,52810959814657
709,28925,24,0,5,52819549749249
710,28925,24,0,6,52828139683841
711,28925,24,0,7,52836729618433
712,28925,25,0,0,54975623331841
713,28925,25,0,1,54984213266433
714,28925,25,0,2,54992803201025
715,28925,25,0,3,55001393135617
716,28925,25,0,4,55009983070209
717,28925,25,0,5,55018573004801
718,28925,25,0,6,55027162939393
719,28925,25,0,7,55035752873985
720,28925,26,0,0,57174646587393
721,28925,26,0,1,57183236521985
722,28925,26,0,2,57191826456577
723,28925,26,0,3,57200416391169
724,28925,26,0,4,57209006325761
725,28925,26,0,5,57217596260353
726,28925,26,0,6,57226186194945
727,28925,26,0,7,57234776129537
728,28925,27,0,0,59373669842945
729,28925,27,0,1,59382259777537
730,28925,27,0,2,59390849712129
731,28925,27,0,3,59399439646721
732,28925,27,0,4,59408029581313
733,28925,27,0,5,59416619515905
734,28925,27,0,6,59425209450497
735,28925,27,0,7,59433799385089
736,28925,28,0,0,61572693098497
737,28925,28,0,1,61581283033089
738,28925,28,0,2,61589872967681
739,28925,28,0,3,61598462902273
740,28925,28,0,4,61607052836865
741,28925,28,0,5,61615642771457
742,28925,28,0,6,61624232706049
743,28925,28,0,7,61632822640641
744,28925,29,0,0,63771716354049
745,28925,29,0,1,63780306288641
746,28925,29,0,2,63788896223233
747,28925,29,0,3,63797486157825
748,28925,29,0,4,63806076092417
749,28925,29,0,5,63814666027009
750,28925,29,0,6,63823255961601
751,28925,29,0,7,63831845896193
752,28925,30,0,0,65970739609601
753,28925,30,0,1,65979329544193
754,28925,30,0,2,65987919478785
755,28925,30,0,3,65996509413377
756,28925,30,0,4,66005099347969
757,28925,30,0,5,66013689282561
758,28925,30,0,6,66022279217153
759,28925,30,0,7,66030869151745
760,28925,31,0,0,68169762865153
761,28925,31,0,1,68178352799745
762,28925,31,0,2,68186942734337
763,28925,31,0,3,68195532668929
764,28925,31,0,4,68204122603521
765,28925,31,0,5,68212712538113
766,28925,31,0,6,68221302472705
767,28925,31,0,7,68229892407297
768,28925,32,0,0,70368786120705
769,28925,32,0,1,70377376055297
770,28925,32,0,2,70385965989889
771,28925,32,0,3,70394555924481
772,28925,32,0,4,70403145859073
773,28925,32,0,5,70411735793665
774,28925,32,0,6,70420325728257
775,28925,32,0,7,70428915662849
776,28925,33,0,0,72567809376257
777,28925,33,0,1,72576399310849
778,28925,33,0,2,72584989245441
779,28925,33,0,3,72593579180033
780,28925,33,0,4,72602169114625
781,28925,33,0,5,72610759049217
782,28925,33,0,6,72619348983809
783,28925,33,0,7,72627938918401
784,28925,34,0,0,74766832631809
785,28925,34,0,1,74775422566401
786,28925,34,0,2,74784012500993
787,28925,34,0,3,74792602435585
788,28925,34,0,4,74801192370177
789,28925,34,0,5,74809782304769
790,28925,34,0,6,74818372239361
791,28925,34,0,7,74826962173953
792,28925,35,0,0,76965855887361
793,28925,35,0,1,76974445821953
794,28925,35,0,2,76983035756545
795,28925,35,0,3,76991625691137
796,28925,35,0,4,77000215625729
797,28925,35,0,5,77008805560321
798,28925,35,0,6,77017395494913
799,28925,35,0,7,77025985429505
800,28925,36,0,0,79164879142913
801,28925,36,0,1,79173469077505
802,28925,36,0,2,79182059012097
803,28925,36,0,3,79190648946689
804,28925,36,0,4,79199238881281
805,28925,36,0,5,79207828815873
806,28925,36,0,6,79216418750465
807,28925,36,0,7,79225008685057
808,28925,37,0,0,81363902398465
809,28925,37,0,1,81372492333057
810,28925,37,0,2,81381082267649
811,28925,37,0,3,81389672202241
812,28925,37,0,4,81398262136833
813,28925,37,0,5,81406852071425
814,28925,37,0,6,81415442006017
815,28925,37,0,7,81424031940609
816,28925,38,0,0,83562925654017
817,28925,38,0,1,83571515588609
818,28925,38,0,2,83580105523201
819,28925,38,0,3,83588695457793
820,28925,38,0,4,83597285392385
821,28925,38,0,5,83605875326977
